12.6, 1028, 1, LTS, VI
118.7, 382, 0, FS, V
118.7, 388, 0, FS, V
118.7, 1183, 1, IB, V
118.7, 1331, 1, RS, III
118.7, 1357, 1, RS, III
118.7, 1897, 2, FS, V
118.7, 1903, 2, FS, V
118.7, 1914, 2, FS, V
118.7, 2998, 3, FS, III
118.8, 356, 0, FS, V
118.8, 379, 0, FS, V
118.8, 380, 0, FS, V
118.8, 392, 0, FS, V
118.8, 1175, 1, IB, V
118.8, 1180, 1, IB, V
118.8, 1412, 1, RS, III
118.8, 1877, 2, FS, V
118.8, 1887, 2, FS, V
118.8, 1905, 2, FS, V
118.8, 1912, 2, FS, V
118.8, 1913, 2, FS, V
118.8, 3003, 3, FS, III
118.9, 359, 0, FS, V
118.9, 389, 0, FS, V
118.9, 1178, 1, IB, V
118.9, 1327, 1, RS, III
118.9, 1884, 2, FS, V
118.9, 1904, 2, FS, V
118.9, 2995, 3, FS, III
118.9, 3024, 3, FS, III
119, 358, 0, FS, V
119, 366, 0, FS, V
119, 381, 0, FS, V
119, 385, 0, FS, V
119, 391, 0, FS, V
119, 1177, 1, IB, V
119, 1422, 1, RS, III
119, 1881, 2, FS, V
119, 1895, 2, FS, V
119, 1896, 2, FS, V
119, 1899, 2, FS, V
119, 3029, 3, FS, III
119.1, 355, 0, FS, V
119.1, 737, 0, FS, III
119.1, 1324, 1, RS, III
119.1, 1878, 2, FS, V
119.1, 1879, 2, FS, V
119.1, 1882, 2, FS, V
119.1, 1883, 2, FS, V
119.1, 1908, 2, FS, V
119.2, 362, 0, FS, V
119.2, 372, 0, FS, V
119.2, 386, 0, FS, V
119.2, 387, 0, FS, V
119.2, 738, 0, FS, III
119.2, 1188, 1, IB, V
119.2, 1191, 1, IB, V
119.2, 1876, 2, FS, V
119.2, 1898, 2, FS, V
119.2, 1900, 2, FS, V
119.2, 1910, 2, FS, V
119.2, 1911, 2, FS, V
119.3, 370, 0, FS, V
119.3, 1184, 1, IB, V
119.3, 1342, 1, RS, III
119.3, 1492, 1, FS, III
119.3, 1889, 2, FS, V
119.3, 1891, 2, FS, V
119.3, 1894, 2, FS, V
119.3, 2996, 3, FS, III
119.3, 3010, 3, FS, III
119.4, 1396, 1, RS, III
119.4, 1428, 1, RS, III
119.4, 1875, 2, FS, V
119.4, 1892, 2, FS, V
119.4, 1906, 2, FS, V
119.5, 377, 0, FS, V
119.5, 1172, 1, IB, V
119.5, 1179, 1, IB, V
119.5, 1185, 1, IB, V
119.5, 1192, 1, IB, V
119.5, 1313, 1, RS, III
119.5, 1474, 1, FS, III
119.5, 1893, 2, FS, V
119.5, 1907, 2, FS, V
119.6, 1501, 1, FS, III
119.6, 1901, 2, FS, V
119.6, 3021, 3, FS, III
119.7, 353, 0, FS, V
119.7, 371, 0, FS, V
119.7, 1374, 1, RS, III
119.7, 1486, 1, FS, III
119.7, 1880, 2, FS, V
119.7, 1902, 2, FS, V
119.8, 1190, 1, IB, V
119.8, 1507, 1, FS, III
119.8, 1888, 2, FS, V
119.9, 3017, 3, FS, III
120.1, 1321, 1, RS, III
120.1, 1475, 1, FS, III
120.3, 1502, 1, FS, III
120.4, 1303, 1, LTS, IV
120.4, 1500, 1, FS, III
120.4, 1515, 1, LTS, III
120.5, 1485, 1, FS, III
120.5, 1496, 1, FS, III
120.6, 1113, 1, RS, V
120.6, 1136, 1, FS, V
120.6, 1141, 1, FS, V
120.6, 3009, 3, FS, III
120.7, 1125, 1, FS, V
120.7, 1296, 1, LTS, IV
120.7, 1497, 1, FS, III
120.7, 1518, 1, LTS, III
120.8, 1139, 1, FS, V
120.8, 1143, 1, FS, V
120.8, 1153, 1, FS, V
120.8, 1285, 1, LTS, IV
120.8, 1297, 1, LTS, IV
120.8, 1476, 1, FS, III
120.8, 1478, 1, FS, III
120.9, 1054, 1, RS, V
120.9, 1058, 1, RS, V
120.9, 1067, 1, RS, V
120.9, 1099, 1, RS, V
120.9, 1115, 1, FS, V
120.9, 1116, 1, FS, V
120.9, 1121, 1, FS, V
120.9, 1122, 1, FS, V
120.9, 1124, 1, FS, V
120.9, 1129, 1, FS, V
120.9, 1135, 1, FS, V
120.9, 1145, 1, FS, V
120.9, 1148, 1, FS, V
120.9, 1477, 1, FS, III
120.9, 1479, 1, FS, III
121, 364, 0, FS, V
121, 1044, 1, RS, V
121, 1073, 1, RS, V
121, 1080, 1, RS, V
121, 1117, 1, FS, V
121, 1118, 1, FS, V
121, 1127, 1, FS, V
121, 1130, 1, FS, V
121, 1146, 1, FS, V
121, 1149, 1, FS, V
121, 1150, 1, FS, V
121, 1152, 1, FS, V
121, 1291, 1, LTS, IV
121, 1480, 1, FS, III
121, 1503, 1, FS, III
121.1, 375, 0, FS, V
121.1, 1071, 1, RS, V
121.1, 1114, 1, FS, V
121.1, 1123, 1, FS, V
121.1, 1126, 1, FS, V
121.1, 1131, 1, FS, V
121.1, 1134, 1, FS, V
121.1, 1142, 1, FS, V
121.1, 1147, 1, FS, V
121.1, 1151, 1, FS, V
121.1, 1181, 1, IB, V
121.1, 1481, 1, FS, III
121.1, 1484, 1, FS, III
121.1, 3008, 3, FS, III
121.2, 1057, 1, RS, V
121.2, 1074, 1, RS, V
121.2, 1088, 1, RS, V
121.2, 1097, 1, RS, V
121.2, 1104, 1, RS, V
121.2, 1119, 1, FS, V
121.2, 1140, 1, FS, V
121.2, 1144, 1, FS, V
121.2, 1182, 1, IB, V
121.2, 1295, 1, LTS, IV
121.2, 1498, 1, FS, III
121.3, 374, 0, FS, V
121.3, 383, 0, FS, V
121.3, 1036, 1, RS, V
121.3, 1037, 1, RS, V
121.3, 1038, 1, RS, V
121.3, 1065, 1, RS, V
121.3, 1069, 1, RS, V
121.3, 1102, 1, RS, V
121.3, 1107, 1, RS, V
121.3, 1110, 1, RS, V
121.3, 1120, 1, FS, V
121.3, 1128, 1, FS, V
121.3, 1138, 1, FS, V
121.3, 1890, 2, FS, V
121.4, 357, 0, FS, V
121.4, 361, 0, FS, V
121.4, 363, 0, FS, V
121.4, 367, 0, FS, V
121.4, 373, 0, FS, V
121.4, 378, 0, FS, V
121.4, 384, 0, FS, V
121.4, 1086, 1, RS, V
121.4, 1105, 1, RS, V
121.4, 1112, 1, RS, V
121.4, 1133, 1, FS, V
121.4, 1886, 2, FS, V
121.5, 354, 0, FS, V
121.5, 360, 0, FS, V
121.5, 365, 0, FS, V
121.5, 368, 0, FS, V
121.5, 390, 0, FS, V
121.5, 1052, 1, RS, V
121.5, 1092, 1, RS, V
121.5, 1093, 1, RS, V
121.5, 1094, 1, RS, V
121.5, 1108, 1, RS, V
121.5, 1132, 1, FS, V
121.5, 1137, 1, FS, V
121.5, 1487, 1, FS, III
121.5, 1885, 2, FS, V
121.5, 1909, 2, FS, V
121.6, 369, 0, FS, V
121.6, 376, 0, FS, V
121.6, 382, 0, FS, V
121.6, 388, 0, FS, V
121.6, 1040, 1, RS, V
121.6, 1083, 1, RS, V
121.6, 1090, 1, RS, V
121.6, 1174, 1, IB, V
121.6, 1187, 1, IB, V
121.6, 1304, 1, LTS, IV
121.6, 1490, 1, FS, III
121.6, 1519, 1, LTS, III
121.6, 1897, 2, FS, V
121.6, 1903, 2, FS, V
121.6, 1914, 2, FS, V
121.7, 356, 0, FS, V
121.7, 379, 0, FS, V
121.7, 380, 0, FS, V
121.7, 392, 0, FS, V
121.7, 1047, 1, RS, V
121.7, 1055, 1, RS, V
121.7, 1060, 1, RS, V
121.7, 1072, 1, RS, V
121.7, 1079, 1, RS, V
121.7, 1085, 1, RS, V
121.7, 1290, 1, LTS, IV
121.7, 1877, 2, FS, V
121.7, 1887, 2, FS, V
121.7, 1905, 2, FS, V
121.7, 1912, 2, FS, V
121.7, 1913, 2, FS, V
121.8, 359, 0, FS, V
121.8, 389, 0, FS, V
121.8, 1034, 1, RS, V
121.8, 1039, 1, RS, V
121.8, 1056, 1, RS, V
121.8, 1061, 1, RS, V
121.8, 1068, 1, RS, V
121.8, 1173, 1, IB, V
121.8, 1176, 1, IB, V
121.8, 1884, 2, FS, V
121.8, 1904, 2, FS, V
121.9, 358, 0, FS, V
121.9, 366, 0, FS, V
121.9, 385, 0, FS, V
121.9, 1046, 1, RS, V
121.9, 1059, 1, RS, V
121.9, 1075, 1, RS, V
121.9, 1077, 1, RS, V
121.9, 1096, 1, RS, V
121.9, 1103, 1, RS, V
121.9, 1171, 1, IB, V
121.9, 1189, 1, IB, V
121.9, 1881, 2, FS, V
121.9, 1895, 2, FS, V
121.9, 1896, 2, FS, V
121.9, 1899, 2, FS, V
122, 355, 0, FS, V
122, 1049, 1, RS, V
122, 1053, 1, RS, V
122, 1062, 1, RS, V
122, 1066, 1, RS, V
122, 1078, 1, RS, V
122, 1087, 1, RS, V
122, 1106, 1, RS, V
122, 1186, 1, IB, V
122, 1512, 1, LTS, III
122, 1878, 2, FS, V
122, 1879, 2, FS, V
122, 1883, 2, FS, V
122, 1908, 2, FS, V
122.1, 362, 0, FS, V
122.1, 372, 0, FS, V
122.1, 386, 0, FS, V
122.1, 1035, 1, RS, V
122.1, 1042, 1, RS, V
122.1, 1048, 1, RS, V
122.1, 1051, 1, RS, V
122.1, 1076, 1, RS, V
122.1, 1084, 1, RS, V
122.1, 1100, 1, RS, V
122.1, 1183, 1, IB, V
122.1, 1299, 1, LTS, IV
122.1, 1898, 2, FS, V
122.1, 1900, 2, FS, V
122.1, 1910, 2, FS, V
122.1, 1911, 2, FS, V
122.2, 1045, 1, RS, V
122.2, 1050, 1, RS, V
122.2, 1081, 1, RS, V
122.2, 1089, 1, RS, V
122.2, 1175, 1, IB, V
122.2, 1180, 1, IB, V
122.2, 1294, 1, LTS, IV
122.2, 1492, 1, FS, III
122.2, 1510, 1, LTS, III
122.2, 1889, 2, FS, V
122.2, 1891, 2, FS, V
122.2, 1894, 2, FS, V
122.3, 1033, 1, RS, V
122.3, 1043, 1, RS, V
122.3, 1091, 1, RS, V
122.3, 1178, 1, IB, V
122.3, 1892, 2, FS, V
122.3, 1906, 2, FS, V
122.4, 1064, 1, RS, V
122.4, 1070, 1, RS, V
122.4, 1109, 1, RS, V
122.4, 1177, 1, IB, V
122.4, 1288, 1, LTS, IV
122.4, 1305, 1, LTS, IV
122.4, 1505, 1, FS, III
122.4, 1907, 2, FS, V
122.5, 1082, 1, RS, V
122.5, 1095, 1, RS, V
122.5, 1501, 1, FS, III
122.5, 1506, 1, FS, III
122.5, 2653, 3, FS, V
122.6, 1098, 1, RS, V
122.6, 1101, 1, RS, V
122.6, 1111, 1, RS, V
122.6, 1188, 1, IB, V
122.6, 1191, 1, IB, V
122.6, 1486, 1, FS, III
122.6, 1488, 1, FS, III
122.6, 2666, 3, FS, V
122.7, 381, 0, FS, V
122.7, 1041, 1, RS, V
122.7, 1184, 1, IB, V
122.7, 1491, 1, FS, III
122.7, 1495, 1, FS, III
122.7, 1507, 1, FS, III
122.8, 1292, 1, LTS, IV
122.9, 1172, 1, IB, V
122.9, 1179, 1, IB, V
122.9, 1185, 1, IB, V
122.9, 1192, 1, IB, V
122.9, 1438, 1, RS, III
122.9, 1482, 1, FS, III
122.9, 2654, 3, FS, V
122.9, 2656, 3, FS, V
123, 1063, 1, RS, V
123, 2651, 3, FS, V
123.1, 820, 1, RS, VI
123.1, 2999, 3, FS, III
123.2, 1190, 1, IB, V
123.2, 1289, 1, LTS, IV
123.2, 1493, 1, FS, III
123.2, 2659, 3, FS, V
123.3, 1474, 1, FS, III
123.3, 1500, 1, FS, III
123.3, 1513, 1, LTS, III
123.4, 1485, 1, FS, III
123.4, 1502, 1, FS, III
123.5, 1136, 1, FS, V
123.5, 1141, 1, FS, V
123.5, 1300, 1, LTS, IV
123.6, 1125, 1, FS, V
123.6, 2657, 3, FS, V
123.7, 1143, 1, FS, V
123.7, 1153, 1, FS, V
123.7, 1298, 1, LTS, IV
123.7, 2661, 3, FS, V
123.8, 1115, 1, FS, V
123.8, 1116, 1, FS, V
123.8, 1121, 1, FS, V
123.8, 1124, 1, FS, V
123.8, 1135, 1, FS, V
123.8, 1145, 1, FS, V
123.8, 1497, 1, FS, III
123.8, 2645, 3, FS, V
123.8, 2660, 3, FS, V
123.9, 1127, 1, FS, V
123.9, 1129, 1, FS, V
123.9, 1150, 1, FS, V
123.9, 1287, 1, LTS, IV
123.9, 2639, 3, FS, V
124, 1114, 1, FS, V
124, 1122, 1, FS, V
124, 1146, 1, FS, V
124, 1147, 1, FS, V
124, 1476, 1, FS, III
124, 2675, 3, FS, V
124.1, 1126, 1, FS, V
124.1, 1140, 1, FS, V
124.1, 1144, 1, FS, V
124.1, 1148, 1, FS, V
124.1, 1151, 1, FS, V
124.1, 1301, 1, LTS, IV
124.1, 2649, 3, FS, V
124.2, 1138, 1, FS, V
124.2, 1479, 1, FS, III
124.2, 2636, 3, FS, V
124.3, 862, 1, RS, VI
124.3, 1118, 1, FS, V
124.3, 1149, 1, FS, V
124.3, 1306, 1, LTS, IV
124.3, 1503, 1, FS, III
124.3, 2674, 3, FS, V
124.4, 1152, 1, FS, V
124.5, 1181, 1, IB, V
124.5, 2644, 3, FS, V
124.5, 2669, 3, FS, V
124.6, 1123, 1, FS, V
124.6, 1182, 1, IB, V
124.6, 2637, 3, FS, V
124.7, 893, 1, RS, VI
124.7, 1133, 1, FS, V
124.7, 1782, 2, LTS, VI
124.7, 2647, 3, FS, V
124.8, 1142, 1, FS, V
124.8, 2640, 3, FS, V
124.9, 942, 1, RS, VI
124.9, 1139, 1, FS, V
125, 1174, 1, IB, V
125, 1187, 1, IB, V
125.1, 784, 1, RS, VI
125.1, 1132, 1, FS, V
125.2, 1173, 1, IB, V
125.2, 1176, 1, IB, V
125.2, 1303, 1, LTS, IV
125.2, 1477, 1, FS, III
125.2, 1515, 1, LTS, III
125.3, 1171, 1, IB, V
125.3, 1189, 1, IB, V
125.3, 1496, 1, FS, III
125.3, 2662, 3, FS, V
125.3, 2664, 3, FS, V
125.4, 1186, 1, IB, V
125.4, 2641, 3, FS, V
125.4, 2663, 3, FS, V
125.5, 861, 1, RS, VI
125.5, 1183, 1, IB, V
125.5, 1296, 1, LTS, IV
125.5, 1499, 1, FS, III
125.5, 1518, 1, LTS, III
125.5, 2642, 3, FS, V
125.5, 2652, 3, FS, V
125.6, 1175, 1, IB, V
125.6, 1180, 1, IB, V
125.6, 1285, 1, LTS, IV
125.6, 1286, 1, LTS, IV
125.6, 1297, 1, LTS, IV
125.6, 1302, 1, LTS, IV
125.6, 1507, 1, FS, III
125.7, 1178, 1, IB, V
125.8, 1177, 1, IB, V
125.8, 1291, 1, LTS, IV
125.8, 2668, 3, FS, V
125.9, 1117, 1, FS, V
126, 788, 1, RS, VI
126, 1188, 1, IB, V
126, 1191, 1, IB, V
126, 1295, 1, LTS, IV
126, 1480, 1, FS, III
126, 2646, 3, FS, V
126, 2658, 3, FS, V
126.1, 1184, 1, IB, V
126.1, 1293, 1, LTS, IV
126.1, 2670, 3, FS, V
126.2, 1134, 1, FS, V
126.3, 819, 1, RS, VI
126.3, 951, 1, RS, VI
126.3, 1172, 1, IB, V
126.3, 1179, 1, IB, V
126.3, 1185, 1, IB, V
126.3, 1192, 1, IB, V
126.4, 1136, 1, FS, V
126.4, 1141, 1, FS, V
126.4, 1304, 1, LTS, IV
126.4, 1519, 1, LTS, III
126.5, 848, 1, RS, VI
126.5, 1125, 1, FS, V
126.5, 1290, 1, LTS, IV
126.6, 814, 1, RS, VI
126.6, 1143, 1, FS, V
126.6, 1153, 1, FS, V
126.6, 1190, 1, IB, V
126.7, 807, 1, RS, VI
126.7, 1115, 1, FS, V
126.7, 1116, 1, FS, V
126.7, 1121, 1, FS, V
126.7, 1124, 1, FS, V
126.7, 1130, 1, FS, V
126.7, 1135, 1, FS, V
126.7, 1145, 1, FS, V
126.7, 1466, 1, RS, III
126.7, 1497, 1, FS, III
126.8, 947, 1, RS, VI
126.8, 1127, 1, FS, V
126.8, 1129, 1, FS, V
126.8, 1150, 1, FS, V
126.8, 1512, 1, LTS, III
126.9, 839, 1, RS, VI
126.9, 1113, 1, RS, V
126.9, 1114, 1, FS, V
126.9, 1122, 1, FS, V
126.9, 1128, 1, FS, V
126.9, 1146, 1, FS, V
126.9, 1147, 1, FS, V
126.9, 1299, 1, LTS, IV
127, 1126, 1, FS, V
127, 1140, 1, FS, V
127, 1144, 1, FS, V
127, 1148, 1, FS, V
127, 1151, 1, FS, V
127, 1294, 1, LTS, IV
127, 2653, 3, FS, V
127, 2655, 3, FS, V
127.1, 768, 1, RS, VI
127.1, 962, 1, RS, VI
127.1, 1138, 1, FS, V
127.1, 1319, 1, RS, III
127.2, 258, 0, LTS, VI
127.2, 956, 1, RS, VI
127.2, 1054, 1, RS, V
127.2, 1058, 1, RS, V
127.2, 1067, 1, RS, V
127.2, 1099, 1, RS, V
127.2, 1118, 1, FS, V
127.2, 1119, 1, FS, V
127.2, 1149, 1, FS, V
127.2, 1288, 1, LTS, IV
127.2, 1305, 1, LTS, IV
127.2, 1510, 1, LTS, III
127.3, 918, 1, RS, VI
127.3, 941, 1, RS, VI
127.3, 1044, 1, RS, V
127.3, 1073, 1, RS, V
127.3, 1080, 1, RS, V
127.3, 1152, 1, FS, V
127.4, 1071, 1, RS, V
127.4, 1498, 1, FS, III
127.4, 2450, 3, RS, VI
127.5, 1057, 1, RS, V
127.5, 1074, 1, RS, V
127.5, 1088, 1, RS, V
127.5, 1097, 1, RS, V
127.5, 1104, 1, RS, V
127.5, 1131, 1, FS, V
127.5, 1137, 1, FS, V
127.6, 1036, 1, RS, V
127.6, 1037, 1, RS, V
127.6, 1038, 1, RS, V
127.6, 1065, 1, RS, V
127.6, 1069, 1, RS, V
127.6, 1102, 1, RS, V
127.6, 1107, 1, RS, V
127.6, 1110, 1, RS, V
127.6, 1133, 1, FS, V
127.6, 1292, 1, LTS, IV
127.7, 1086, 1, RS, V
127.7, 1105, 1, RS, V
127.7, 1112, 1, RS, V
127.8, 812, 1, RS, VI
127.8, 1052, 1, RS, V
127.8, 1092, 1, RS, V
127.8, 1093, 1, RS, V
127.8, 1094, 1, RS, V
127.8, 1108, 1, RS, V
127.9, 1040, 1, RS, V
127.9, 1083, 1, RS, V
127.9, 1090, 1, RS, V
127.9, 1181, 1, IB, V
128, 847, 1, RS, VI
128, 1047, 1, RS, V
128, 1055, 1, RS, V
128, 1060, 1, RS, V
128, 1072, 1, RS, V
128, 1079, 1, RS, V
128, 1085, 1, RS, V
128, 1123, 1, FS, V
128, 1132, 1, FS, V
128, 1182, 1, IB, V
128, 1289, 1, LTS, IV
128, 1502, 1, FS, III
128.1, 379, 0, FS, V
128.1, 828, 1, RS, VI
128.1, 1034, 1, RS, V
128.1, 1039, 1, RS, V
128.1, 1056, 1, RS, V
128.1, 1061, 1, RS, V
128.1, 1068, 1, RS, V
128.2, 1046, 1, RS, V
128.2, 1059, 1, RS, V
128.2, 1075, 1, RS, V
128.2, 1077, 1, RS, V
128.2, 1096, 1, RS, V
128.2, 1103, 1, RS, V
128.2, 1484, 1, FS, III
128.3, 1049, 1, RS, V
128.3, 1053, 1, RS, V
128.3, 1062, 1, RS, V
128.3, 1066, 1, RS, V
128.3, 1078, 1, RS, V
128.3, 1087, 1, RS, V
128.3, 1106, 1, RS, V
128.3, 1300, 1, LTS, IV
128.3, 1514, 1, LTS, III
128.4, 1035, 1, RS, V
128.4, 1042, 1, RS, V
128.4, 1048, 1, RS, V
128.4, 1051, 1, RS, V
128.4, 1076, 1, RS, V
128.4, 1084, 1, RS, V
128.4, 1100, 1, RS, V
128.4, 1174, 1, IB, V
128.4, 1187, 1, IB, V
128.5, 792, 1, RS, VI
128.5, 904, 1, RS, VI
128.5, 1045, 1, RS, V
128.5, 1050, 1, RS, V
128.5, 1081, 1, RS, V
128.5, 1089, 1, RS, V
128.5, 1298, 1, LTS, IV
128.5, 1500, 1, FS, III
128.6, 983, 1, RS, VI
128.6, 1033, 1, RS, V
128.6, 1043, 1, RS, V
128.6, 1091, 1, RS, V
128.6, 1173, 1, IB, V
128.6, 1176, 1, IB, V
128.7, 1064, 1, RS, V
128.7, 1070, 1, RS, V
128.7, 1109, 1, RS, V
128.7, 1171, 1, IB, V
128.7, 1189, 1, IB, V
128.7, 1287, 1, LTS, IV
128.8, 798, 1, RS, VI
128.8, 811, 1, RS, VI
128.8, 1082, 1, RS, V
128.8, 1095, 1, RS, V
128.8, 1186, 1, IB, V
128.9, 852, 1, RS, VI
128.9, 898, 1, RS, VI
128.9, 1098, 1, RS, V
128.9, 1101, 1, RS, V
128.9, 1111, 1, RS, V
128.9, 1183, 1, IB, V
128.9, 1301, 1, LTS, IV
129, 881, 1, RS, VI
129, 1041, 1, RS, V
129, 1175, 1, IB, V
129, 1180, 1, IB, V
129.1, 841, 1, RS, VI
129.1, 877, 1, RS, VI
129.1, 1178, 1, IB, V
129.1, 1306, 1, LTS, IV
129.1, 1479, 1, FS, III
129.2, 772, 1, RS, VI
129.2, 967, 1, RS, VI
129.2, 1177, 1, IB, V
129.3, 1063, 1, RS, V
129.3, 1136, 1, FS, V
129.3, 1141, 1, FS, V
129.4, 1125, 1, FS, V
129.4, 1188, 1, IB, V
129.4, 1191, 1, IB, V
129.5, 864, 1, RS, VI
129.5, 926, 1, RS, VI
129.5, 958, 1, RS, VI
129.5, 1031, 1, LTS, VI
129.5, 1143, 1, FS, V
129.5, 1153, 1, FS, V
129.5, 1184, 1, IB, V
129.5, 1347, 1, RS, III
129.5, 1513, 1, LTS, III
129.6, 1115, 1, FS, V
129.6, 1124, 1, FS, V
129.6, 1135, 1, FS, V
129.6, 1145, 1, FS, V
129.7, 910, 1, RS, VI
129.7, 1150, 1, FS, V
129.7, 1172, 1, IB, V
129.7, 1179, 1, IB, V
129.7, 1185, 1, IB, V
129.7, 1192, 1, IB, V
129.7, 1476, 1, FS, III
129.7, 3301, 4, LTS, VI
129.9, 964, 1, RS, VI
129.9, 1139, 1, FS, V
129.9, 1140, 1, FS, V
130, 1126, 1, FS, V
130, 1138, 1, FS, V
130, 1147, 1, FS, V
130, 1190, 1, IB, V
130, 1303, 1, LTS, IV
130, 1515, 1, LTS, III
130.1, 364, 0, FS, V
130.1, 1122, 1, FS, V
130.1, 1151, 1, FS, V
130.2, 795, 1, RS, VI
130.2, 838, 1, RS, VI
130.2, 1127, 1, FS, V
130.3, 773, 1, RS, VI
130.3, 1296, 1, LTS, IV
130.3, 1518, 1, LTS, III
130.4, 982, 1, RS, VI
130.4, 1028, 1, LTS, VI
130.4, 1116, 1, FS, V
130.4, 1121, 1, FS, V
130.4, 1152, 1, FS, V
130.4, 1285, 1, LTS, IV
130.4, 1286, 1, LTS, IV
130.5, 876, 1, RS, VI
130.5, 1114, 1, FS, V
130.5, 1133, 1, FS, V
130.5, 1146, 1, FS, V
130.5, 1885, 2, FS, V
130.6, 930, 1, RS, VI
130.6, 1144, 1, FS, V
130.6, 1148, 1, FS, V
130.6, 1291, 1, LTS, IV
130.7, 378, 0, FS, V
130.7, 1118, 1, FS, V
130.7, 1129, 1, FS, V
130.7, 1149, 1, FS, V
130.7, 1903, 2, FS, V
130.8, 373, 0, FS, V
130.8, 375, 0, FS, V
130.8, 791, 1, RS, VI
130.8, 1295, 1, LTS, IV
130.9, 914, 1, RS, VI
130.9, 976, 1, RS, VI
130.9, 989, 1, RS, VI
130.9, 1123, 1, FS, V
130.9, 1132, 1, FS, V
130.9, 1142, 1, FS, V
130.9, 1360, 1, RS, III
130.9, 1890, 2, FS, V
130.9, 1905, 2, FS, V
130.9, 1910, 2, FS, V
131, 368, 0, FS, V
131, 379, 0, FS, V
131, 952, 1, RS, VI
131, 1134, 1, FS, V
131.1, 1899, 2, FS, V
131.2, 365, 0, FS, V
131.2, 383, 0, FS, V
131.2, 1120, 1, FS, V
131.2, 1879, 2, FS, V
131.3, 386, 0, FS, V
131.3, 851, 1, RS, VI
131.3, 1119, 1, FS, V
131.3, 1181, 1, IB, V
131.3, 1290, 1, LTS, IV
131.3, 1893, 2, FS, V
131.3, 1898, 2, FS, V
131.3, 1908, 2, FS, V
131.3, 1911, 2, FS, V
131.4, 374, 0, FS, V
131.4, 761, 1, RS, VI
131.4, 944, 1, RS, VI
131.4, 984, 1, RS, VI
131.4, 1182, 1, IB, V
131.4, 1302, 1, LTS, IV
131.4, 1884, 2, FS, V
131.5, 363, 0, FS, V
131.5, 384, 0, FS, V
131.5, 836, 1, RS, VI
131.5, 1130, 1, FS, V
131.5, 1900, 2, FS, V
131.5, 1909, 2, FS, V
131.5, 1914, 2, FS, V
131.6, 376, 0, FS, V
131.6, 382, 0, FS, V
131.6, 385, 0, FS, V
131.6, 389, 0, FS, V
131.6, 1131, 1, FS, V
131.7, 360, 0, FS, V
131.7, 388, 0, FS, V
131.7, 390, 0, FS, V
131.7, 1117, 1, FS, V
131.7, 1128, 1, FS, V
131.7, 1299, 1, LTS, IV
131.7, 1511, 1, LTS, III
131.7, 1904, 2, FS, V
131.8, 372, 0, FS, V
131.8, 380, 0, FS, V
131.8, 974, 1, RS, VI
131.8, 1137, 1, FS, V
131.8, 1174, 1, IB, V
131.8, 1187, 1, IB, V
131.8, 1294, 1, LTS, IV
131.8, 1519, 1, LTS, III
131.8, 1886, 2, FS, V
131.9, 358, 0, FS, V
131.9, 1876, 2, FS, V
131.9, 1881, 2, FS, V
131.9, 1883, 2, FS, V
131.9, 1892, 2, FS, V
131.9, 1894, 2, FS, V
132, 357, 0, FS, V
132, 367, 0, FS, V
132, 939, 1, RS, VI
132, 1173, 1, IB, V
132, 1176, 1, IB, V
132, 1288, 1, LTS, IV
132, 1305, 1, LTS, IV
132, 1887, 2, FS, V
132.1, 366, 0, FS, V
132.1, 369, 0, FS, V
132.1, 901, 1, RS, VI
132.1, 1171, 1, IB, V
132.1, 1189, 1, IB, V
132.1, 1912, 2, FS, V
132.2, 802, 1, RS, VI
132.2, 857, 1, RS, VI
132.2, 1136, 1, FS, V
132.2, 1141, 1, FS, V
132.2, 1186, 1, IB, V
132.2, 1507, 1, FS, III
132.3, 355, 0, FS, V
132.3, 362, 0, FS, V
132.3, 381, 0, FS, V
132.3, 392, 0, FS, V
132.3, 1125, 1, FS, V
132.3, 1183, 1, IB, V
132.3, 1889, 2, FS, V
132.4, 353, 0, FS, V
132.4, 371, 0, FS, V
132.4, 1143, 1, FS, V
132.4, 1153, 1, FS, V
132.4, 1175, 1, IB, V
132.4, 1180, 1, IB, V
132.4, 1297, 1, LTS, IV
132.4, 1878, 2, FS, V
132.5, 1115, 1, FS, V
132.5, 1124, 1, FS, V
132.5, 1135, 1, FS, V
132.5, 1145, 1, FS, V
132.5, 1178, 1, IB, V
132.5, 1877, 2, FS, V
132.5, 1880, 2, FS, V
132.5, 1896, 2, FS, V
132.6, 1150, 1, FS, V
132.6, 1177, 1, IB, V
132.6, 1875, 2, FS, V
132.6, 1901, 2, FS, V
132.7, 361, 0, FS, V
132.7, 825, 1, RS, VI
132.7, 965, 1, RS, VI
132.8, 359, 0, FS, V
132.8, 1139, 1, FS, V
132.8, 1140, 1, FS, V
132.8, 1188, 1, IB, V
132.8, 1191, 1, IB, V
132.8, 1505, 1, FS, III
132.8, 1510, 1, LTS, III
132.8, 1882, 2, FS, V
132.8, 1897, 2, FS, V
132.9, 783, 1, RS, VI
132.9, 1126, 1, FS, V
132.9, 1138, 1, FS, V
132.9, 1147, 1, FS, V
132.9, 1184, 1, IB, V
132.9, 1293, 1, LTS, IV
132.9, 1913, 2, FS, V
133, 364, 0, FS, V
133, 840, 1, RS, VI
133, 1122, 1, FS, V
133, 1151, 1, FS, V
133, 1466, 1, RS, III
133, 1895, 2, FS, V
133.1, 387, 0, FS, V
133.1, 1127, 1, FS, V
133.1, 1172, 1, IB, V
