12.5, 2681, 3, LTS, V
109.9, 1361, 1, RS, III
109.9, 1374, 1, RS, III
109.9, 1378, 1, RS, III
109.9, 1386, 1, RS, III
109.9, 1389, 1, RS, III
109.9, 1392, 1, RS, III
109.9, 1393, 1, RS, III
109.9, 1419, 1, RS, III
109.9, 1423, 1, RS, III
109.9, 1425, 1, RS, III
109.9, 1432, 1, RS, III
109.9, 1443, 1, RS, III
109.9, 1465, 1, RS, III
109.9, 1466, 1, RS, III
109.9, 1477, 1, RS, III
110, 1291, 1, FS, IV
110, 1294, 1, FS, IV
110, 1318, 1, RS, III
110, 1321, 1, RS, III
110, 1349, 1, RS, III
110, 1354, 1, RS, III
110, 1358, 1, RS, III
110, 1436, 1, RS, III
110, 1448, 1, RS, III
110, 1463, 1, RS, III
110, 1482, 1, FS, III
110.1, 1334, 1, RS, III
110.1, 1343, 1, RS, III
110.1, 1362, 1, RS, III
110.1, 1373, 1, RS, III
110.1, 1376, 1, RS, III
110.1, 1379, 1, RS, III
110.1, 1409, 1, RS, III
110.1, 1450, 1, RS, III
110.1, 1502, 1, FS, III
110.2, 1342, 1, RS, III
110.2, 1350, 1, RS, III
110.2, 1351, 1, RS, III
110.2, 1415, 1, RS, III
110.2, 1416, 1, RS, III
110.2, 1426, 1, RS, III
110.2, 1447, 1, RS, III
110.2, 1454, 1, RS, III
110.3, 1304, 1, LTS, IV
110.3, 1310, 1, RS, III
110.3, 1312, 1, RS, III
110.3, 1370, 1, RS, III
110.3, 1422, 1, RS, III
110.3, 1424, 1, RS, III
110.3, 1434, 1, RS, III
110.4, 1145, 1, FS, V
110.4, 1326, 1, RS, III
110.4, 1411, 1, RS, III
110.4, 1429, 1, RS, III
110.4, 1438, 1, RS, III
110.4, 1456, 1, RS, III
110.4, 1490, 1, FS, III
110.5, 1336, 1, RS, III
110.5, 1359, 1, RS, III
110.5, 1371, 1, RS, III
110.5, 1403, 1, RS, III
110.6, 1309, 1, RS, III
110.6, 1356, 1, RS, III
110.6, 1377, 1, RS, III
110.6, 1441, 1, RS, III
110.6, 1461, 1, RS, III
110.6, 1475, 1, RS, III
110.7, 433, 0, RS, IV
110.7, 1307, 1, RS, III
110.7, 1327, 1, RS, III
110.7, 1400, 1, RS, III
110.7, 1449, 1, RS, III
110.7, 1455, 1, RS, III
110.7, 1474, 1, RS, III
110.7, 1496, 1, FS, III
110.7, 1500, 1, FS, III
110.8, 1292, 1, FS, IV
110.8, 1345, 1, RS, III
110.8, 1363, 1, RS, III
110.8, 1368, 1, RS, III
110.9, 1288, 1, FS, IV
110.9, 1324, 1, RS, III
110.9, 1369, 1, RS, III
110.9, 1398, 1, RS, III
110.9, 1410, 1, RS, III
110.9, 1492, 1, FS, III
110.9, 1504, 1, FS, III
111, 1380, 1, RS, III
111, 1452, 1, RS, III
111, 1457, 1, RS, III
111.1, 534, 0, FS, IV
111.1, 1302, 1, LTS, IV
111.1, 1360, 1, RS, III
111.1, 1397, 1, RS, III
111.1, 1407, 1, RS, III
111.1, 1413, 1, RS, III
111.1, 1433, 1, RS, III
111.1, 1469, 1, RS, III
111.2, 1278, 1, RS, IV
111.2, 1503, 1, FS, III
111.3, 530, 0, FS, IV
111.3, 1313, 1, RS, III
111.3, 1339, 1, RS, III
111.3, 1464, 1, RS, III
111.4, 1271, 1, RS, IV
111.4, 1329, 1, RS, III
111.4, 1340, 1, RS, III
111.4, 1420, 1, RS, III
111.4, 1479, 1, FS, III
111.5, 525, 0, FS, IV
111.5, 1296, 1, FS, IV
111.5, 1320, 1, RS, III
111.5, 1325, 1, RS, III
111.5, 1347, 1, RS, III
111.5, 1352, 1, RS, III
111.5, 1381, 1, RS, III
111.5, 1445, 1, RS, III
111.6, 1196, 1, RS, IV
111.6, 1251, 1, RS, IV
111.6, 1295, 1, FS, IV
111.6, 1385, 1, RS, III
111.7, 522, 0, FS, IV
111.7, 524, 0, FS, IV
111.7, 1322, 1, RS, III
111.7, 1473, 1, RS, III
111.8, 528, 0, FS, IV
111.8, 1290, 1, FS, IV
111.8, 1483, 1, FS, III
111.9, 1453, 1, RS, III
112, 526, 0, FS, IV
112, 531, 0, FS, IV
112, 532, 0, FS, IV
112, 535, 0, FS, IV
112, 1222, 1, RS, IV
112, 1286, 1, FS, IV
112, 1390, 1, RS, III
112, 1444, 1, RS, III
112, 1458, 1, RS, III
112, 1493, 1, FS, III
112.1, 533, 0, FS, IV
112.1, 1284, 1, FS, IV
112.2, 523, 0, FS, IV
112.2, 1499, 1, FS, III
112.2, 1501, 1, FS, III
112.3, 527, 0, FS, IV
112.3, 529, 0, FS, IV
112.3, 1255, 1, RS, IV
112.3, 1289, 1, FS, IV
112.3, 1293, 1, FS, IV
112.3, 1480, 1, FS, III
112.3, 1489, 1, FS, III
112.4, 1240, 1, RS, IV
112.4, 1287, 1, FS, IV
112.4, 1486, 1, FS, III
112.4, 1495, 1, FS, III
112.5, 1365, 1, RS, III
112.5, 1427, 1, RS, III
112.5, 1494, 1, FS, III
112.6, 1285, 1, FS, IV
112.6, 1481, 1, FS, III
112.6, 1487, 1, FS, III
112.6, 1491, 1, FS, III
112.7, 1282, 1, RS, IV
112.7, 1283, 1, FS, IV
112.7, 1488, 1, FS, III
112.8, 1055, 1, RS, V
112.8, 1269, 1, RS, IV
112.8, 2806, 3, FS, IV
112.9, 1291, 1, FS, IV
112.9, 1482, 1, FS, III
113, 1191, 1, IB, V
113, 1383, 1, RS, III
113, 1498, 1, FS, III
113, 2681, 3, LTS, V
113.1, 1034, 1, RS, V
113.1, 1043, 1, RS, V
113.1, 1167, 1, IB, V
113.1, 1478, 1, FS, III
113.1, 1497, 1, FS, III
113.1, 2249, 2, FS, III
113.2, 719, 0, FS, III
113.2, 1048, 1, RS, V
113.2, 1073, 1, RS, V
113.2, 1093, 1, RS, V
113.2, 1485, 1, FS, III
113.2, 2814, 3, FS, IV
113.3, 717, 0, FS, III
113.3, 731, 0, FS, III
113.3, 1069, 1, RS, V
113.3, 1070, 1, RS, V
113.3, 1076, 1, RS, V
113.3, 1169, 1, IB, V
113.3, 1178, 1, IB, V
113.3, 1205, 1, RS, IV
113.3, 1223, 1, RS, IV
113.4, 1051, 1, RS, V
113.4, 1054, 1, RS, V
113.4, 1064, 1, RS, V
113.4, 1091, 1, RS, V
113.4, 1096, 1, RS, V
113.4, 1099, 1, RS, V
113.4, 1110, 1, RS, V
113.4, 1180, 1, IB, V
113.4, 2261, 2, FS, III
113.5, 725, 0, FS, III
113.5, 735, 0, FS, III
113.5, 741, 0, FS, III
113.5, 1039, 1, RS, V
113.5, 1066, 1, RS, V
113.5, 1072, 1, RS, V
113.5, 1085, 1, RS, V
113.5, 1106, 1, RS, V
113.5, 1113, 1, RS, V
113.5, 1171, 1, IB, V
113.5, 1174, 1, IB, V
113.5, 2239, 2, FS, III
113.5, 2816, 3, FS, IV
113.6, 718, 0, FS, III
113.6, 1049, 1, RS, V
113.6, 1111, 1, RS, V
113.6, 1116, 1, RS, V
113.6, 1170, 1, IB, V
113.6, 1500, 1, FS, III
113.7, 722, 0, FS, III
113.7, 738, 0, FS, III
113.7, 1037, 1, RS, V
113.7, 1084, 1, RS, V
113.7, 1087, 1, RS, V
113.7, 1089, 1, RS, V
113.7, 1172, 1, IB, V
113.7, 1175, 1, IB, V
113.7, 1185, 1, IB, V
113.7, 1187, 1, IB, V
113.7, 1467, 1, RS, III
113.7, 1484, 1, FS, III
113.7, 2243, 2, FS, III
113.8, 1033, 1, RS, V
113.8, 1045, 1, RS, V
113.8, 1046, 1, RS, V
113.8, 1058, 1, RS, V
113.8, 1062, 1, RS, V
113.8, 1074, 1, RS, V
113.8, 1108, 1, RS, V
113.8, 1120, 1, RS, V
113.8, 1176, 1, IB, V
113.8, 1298, 1, LTS, IV
113.8, 2253, 2, FS, III
113.9, 726, 0, FS, III
113.9, 733, 0, FS, III
113.9, 1047, 1, RS, V
113.9, 1059, 1, RS, V
113.9, 1088, 1, RS, V
113.9, 1104, 1, RS, V
113.9, 1168, 1, IB, V
113.9, 1182, 1, IB, V
113.9, 1184, 1, IB, V
113.9, 2240, 2, FS, III
113.9, 2250, 2, FS, III
113.9, 2252, 2, FS, III
113.9, 2257, 2, FS, III
113.9, 2265, 2, FS, III
114, 737, 0, FS, III
114, 742, 0, FS, III
114, 1050, 1, RS, V
114, 1053, 1, RS, V
114, 1057, 1, RS, V
114, 1061, 1, RS, V
114, 1082, 1, RS, V
114, 1107, 1, RS, V
114, 1112, 1, RS, V
114, 1119, 1, RS, V
114, 1181, 1, IB, V
114, 1301, 1, LTS, IV
114, 1496, 1, FS, III
114, 1504, 1, FS, III
114, 2244, 2, FS, III
114, 2262, 2, FS, III
114.1, 727, 0, FS, III
114.1, 730, 0, FS, III
114.1, 739, 0, FS, III
114.1, 1041, 1, RS, V
114.1, 1075, 1, RS, V
114.1, 1083, 1, RS, V
114.1, 1098, 1, RS, V
114.1, 1101, 1, RS, V
114.1, 1188, 1, IB, V
114.1, 1189, 1, IB, V
114.1, 2241, 2, FS, III
114.2, 720, 0, FS, III
114.2, 723, 0, FS, III
114.2, 734, 0, FS, III
114.2, 736, 0, FS, III
114.2, 743, 0, FS, III
114.2, 1036, 1, RS, V
114.2, 1052, 1, RS, V
114.2, 1067, 1, RS, V
114.2, 1071, 1, RS, V
114.2, 1094, 1, RS, V
114.2, 1095, 1, RS, V
114.2, 1105, 1, RS, V
114.2, 1186, 1, IB, V
114.2, 1297, 1, LTS, IV
114.2, 1303, 1, LTS, IV
114.2, 2242, 2, FS, III
114.2, 2246, 2, FS, III
114.2, 2247, 2, FS, III
114.2, 2260, 2, FS, III
114.3, 721, 0, FS, III
114.3, 728, 0, FS, III
114.3, 740, 0, FS, III
114.3, 1035, 1, RS, V
114.3, 1040, 1, RS, V
114.3, 1056, 1, RS, V
114.3, 1077, 1, RS, V
114.3, 1078, 1, RS, V
114.3, 1080, 1, RS, V
114.3, 1190, 1, IB, V
114.4, 581, 0, RS, III
114.4, 1042, 1, RS, V
114.4, 1044, 1, RS, V
114.4, 1090, 1, RS, V
114.4, 1114, 1, RS, V
114.4, 1115, 1, RS, V
114.4, 1177, 1, IB, V
114.4, 1192, 1, IB, V
114.4, 1300, 1, LTS, IV
114.4, 2251, 2, FS, III
114.4, 2259, 2, FS, III
114.5, 729, 0, FS, III
114.5, 732, 0, FS, III
114.5, 1063, 1, RS, V
114.5, 1079, 1, RS, V
114.5, 1086, 1, RS, V
114.5, 1097, 1, RS, V
114.5, 1173, 1, IB, V
114.5, 2245, 2, FS, III
114.5, 2248, 2, FS, III
114.5, 2255, 2, FS, III
114.5, 2263, 2, FS, III
114.5, 2812, 3, FS, IV
114.6, 1038, 1, RS, V
114.6, 1065, 1, RS, V
114.6, 1068, 1, RS, V
114.6, 1081, 1, RS, V
114.6, 1103, 1, RS, V
114.6, 1183, 1, IB, V
114.6, 1272, 1, RS, IV
114.6, 2254, 2, FS, III
114.7, 1060, 1, RS, V
114.7, 1117, 1, RS, V
114.7, 1118, 1, RS, V
114.7, 1121, 1, RS, V
114.7, 1179, 1, IB, V
114.7, 2264, 2, FS, III
114.8, 709, 0, RS, III
114.8, 1092, 1, RS, V
114.8, 1102, 1, RS, V
114.8, 2256, 2, FS, III
114.9, 1100, 1, RS, V
114.9, 1366, 1, RS, III
114.9, 1493, 1, FS, III
114.9, 1503, 1, FS, III
115, 724, 0, FS, III
115, 1109, 1, RS, V
115, 1395, 1, RS, III
115.2, 1440, 1, RS, III
115.2, 1489, 1, FS, III
115.3, 1428, 1, RS, III
115.4, 573, 0, RS, III
115.4, 1480, 1, FS, III
115.4, 2544, 3, LTS, VI
115.4, 3007, 3, FS, III
115.4, 3022, 3, FS, III
115.5, 663, 0, RS, III
115.5, 1357, 1, RS, III
115.5, 1372, 1, RS, III
115.5, 1399, 1, RS, III
115.5, 1446, 1, RS, III
115.5, 1472, 1, RS, III
115.5, 2258, 2, FS, III
115.5, 3006, 3, FS, III
115.6, 1319, 1, RS, III
115.6, 1382, 1, RS, III
115.6, 1387, 1, RS, III
115.6, 1391, 1, RS, III
115.6, 1404, 1, RS, III
115.6, 1460, 1, RS, III
115.6, 1470, 1, RS, III
115.7, 1311, 1, RS, III
115.7, 1314, 1, RS, III
115.7, 1355, 1, RS, III
115.7, 1375, 1, RS, III
115.7, 1394, 1, RS, III
115.7, 1408, 1, RS, III
115.7, 3009, 3, FS, III
115.8, 588, 0, RS, III
115.8, 1317, 1, RS, III
115.8, 1328, 1, RS, III
115.8, 1338, 1, RS, III
115.8, 1348, 1, RS, III
115.8, 1367, 1, RS, III
115.8, 1388, 1, RS, III
115.8, 1405, 1, RS, III
115.8, 1412, 1, RS, III
115.8, 1442, 1, RS, III
115.9, 641, 0, RS, III
115.9, 1337, 1, RS, III
115.9, 1402, 1, RS, III
115.9, 1421, 1, RS, III
115.9, 1435, 1, RS, III
115.9, 1451, 1, RS, III
116, 667, 0, RS, III
116, 1126, 1, FS, V
116, 1331, 1, RS, III
116, 1344, 1, RS, III
116, 1418, 1, RS, III
116, 1430, 1, RS, III
116, 1431, 1, RS, III
116, 1437, 1, RS, III
116, 1439, 1, RS, III
116, 1459, 1, RS, III
116, 1462, 1, RS, III
116, 1468, 1, RS, III
116, 1476, 1, RS, III
116, 1501, 1, FS, III
116, 2249, 2, FS, III
116, 3016, 3, FS, III
116.1, 682, 0, RS, III
116.1, 719, 0, FS, III
116.1, 1129, 1, FS, V
116.1, 1308, 1, RS, III
116.1, 1315, 1, RS, III
116.1, 1323, 1, RS, III
116.1, 1332, 1, RS, III
116.1, 1346, 1, RS, III
116.1, 1364, 1, RS, III
116.1, 1384, 1, RS, III
116.1, 1396, 1, RS, III
116.1, 1401, 1, RS, III
116.1, 1406, 1, RS, III
116.1, 1414, 1, RS, III
116.1, 1417, 1, RS, III
116.1, 1471, 1, RS, III
116.1, 3000, 3, FS, III
116.2, 717, 0, FS, III
116.2, 731, 0, FS, III
116.2, 1136, 1, FS, V
116.2, 1316, 1, RS, III
116.2, 1330, 1, RS, III
116.2, 1333, 1, RS, III
116.2, 1335, 1, RS, III
116.2, 1341, 1, RS, III
116.2, 1353, 1, RS, III
116.2, 1361, 1, RS, III
116.2, 1374, 1, RS, III
116.2, 1386, 1, RS, III
116.2, 1389, 1, RS, III
116.2, 1392, 1, RS, III
116.2, 1393, 1, RS, III
116.2, 1419, 1, RS, III
116.2, 1423, 1, RS, III
116.2, 1425, 1, RS, III
116.2, 1432, 1, RS, III
116.2, 1443, 1, RS, III
116.2, 1465, 1, RS, III
116.2, 1466, 1, RS, III
116.2, 1477, 1, RS, III
116.2, 1482, 1, FS, III
116.2, 3011, 3, FS, III
116.2, 3018, 3, FS, III
116.3, 1134, 1, FS, V
116.3, 1135, 1, FS, V
116.3, 1139, 1, FS, V
116.3, 1144, 1, FS, V
116.3, 1150, 1, FS, V
116.3, 1151, 1, FS, V
116.3, 1321, 1, RS, III
116.3, 1349, 1, RS, III
116.3, 1354, 1, RS, III
116.3, 1358, 1, RS, III
116.3, 1436, 1, RS, III
116.3, 1448, 1, RS, III
116.3, 1463, 1, RS, III
116.4, 664, 0, RS, III
116.4, 725, 0, FS, III
116.4, 735, 0, FS, III
116.4, 741, 0, FS, III
116.4, 1127, 1, FS, V
116.4, 1128, 1, FS, V
116.4, 1131, 1, FS, V
116.4, 1146, 1, FS, V
116.4, 1147, 1, FS, V
116.4, 1149, 1, FS, V
116.4, 1191, 1, IB, V
116.4, 1334, 1, RS, III
116.4, 1343, 1, RS, III
116.4, 1362, 1, RS, III
116.4, 1373, 1, RS, III
116.4, 1376, 1, RS, III
116.4, 1379, 1, RS, III
116.4, 1409, 1, RS, III
116.4, 1450, 1, RS, III
116.4, 1486, 1, FS, III
116.4, 3003, 3, FS, III
116.4, 3021, 3, FS, III
116.4, 3024, 3, FS, III
116.5, 718, 0, FS, III
116.5, 1122, 1, FS, V
116.5, 1123, 1, FS, V
116.5, 1125, 1, FS, V
116.5, 1130, 1, FS, V
116.5, 1132, 1, FS, V
116.5, 1133, 1, FS, V
116.5, 1137, 1, FS, V
116.5, 1138, 1, FS, V
116.5, 1140, 1, FS, V
116.5, 1141, 1, FS, V
116.5, 1142, 1, FS, V
116.5, 1148, 1, FS, V
116.5, 1167, 1, IB, V
116.5, 1342, 1, RS, III
116.5, 1350, 1, RS, III
116.5, 1351, 1, RS, III
116.5, 1415, 1, RS, III
116.5, 1416, 1, RS, III
116.5, 1426, 1, RS, III
116.5, 1447, 1, RS, III
116.5, 1454, 1, RS, III
116.5, 2261, 2, FS, III
116.6, 617, 0, RS, III
116.6, 738, 0, FS, III
116.6, 1124, 1, FS, V
116.6, 1143, 1, FS, V
116.6, 1152, 1, FS, V
116.6, 1310, 1, RS, III
116.6, 1312, 1, RS, III
116.6, 1370, 1, RS, III
116.6, 1422, 1, RS, III
116.6, 1424, 1, RS, III
116.6, 1434, 1, RS, III
116.6, 2243, 2, FS, III
116.6, 3008, 3, FS, III
116.7, 364, 0, FS, V
116.7, 380, 0, FS, V
116.7, 1169, 1, IB, V
116.7, 1178, 1, IB, V
116.7, 1326, 1, RS, III
116.7, 1411, 1, RS, III
116.7, 1429, 1, RS, III
116.7, 1438, 1, RS, III
116.7, 1456, 1, RS, III
116.7, 1494, 1, FS, III
116.7, 3001, 3, FS, III
116.7, 3012, 3, FS, III
116.7, 3023, 3, FS, III
116.8, 375, 0, FS, V
116.8, 386, 0, FS, V
116.8, 391, 0, FS, V
116.8, 1145, 1, FS, V
116.8, 1180, 1, IB, V
116.8, 1336, 1, RS, III
116.8, 1359, 1, RS, III
116.8, 1371, 1, RS, III
116.8, 1403, 1, RS, III
116.8, 2240, 2, FS, III
116.8, 2250, 2, FS, III
116.8, 2257, 2, FS, III
116.8, 3013, 3, FS, III
116.8, 3019, 3, FS, III
116.9, 369, 0, FS, V
116.9, 377, 0, FS, V
116.9, 385, 0, FS, V
116.9, 1171, 1, IB, V
116.9, 1174, 1, IB, V
116.9, 1309, 1, RS, III
116.9, 1356, 1, RS, III
116.9, 1377, 1, RS, III
116.9, 1441, 1, RS, III
116.9, 1461, 1, RS, III
